Model,Dataset/Fold,Accuracy,Time,F1
"SVM, kernel=linear, C=1.0",Mushroom/0,1.0,0.008504152297973633,1.0
"SVM, kernel=linear, C=1.0",Mushroom/1,1.0,0.004015922546386719,1.0
"SVM, kernel=linear, C=1.0",Mushroom/2,1.0,0.004178285598754883,1.0
"SVM, kernel=linear, C=1.0",Mushroom/3,1.0,0.004247188568115234,1.0
"SVM, kernel=linear, C=1.0",Mushroom/4,1.0,0.009960174560546875,1.0
"SVM, kernel=linear, C=1.0",Mushroom/5,1.0,0.005213737487792969,1.0
"SVM, kernel=linear, C=1.0",Mushroom/6,1.0,0.005221843719482422,1.0
"SVM, kernel=linear, C=1.0",Mushroom/7,1.0,0.0043697357177734375,1.0
"SVM, kernel=linear, C=1.0",Mushroom/8,1.0,0.0031669139862060547,1.0
"SVM, kernel=linear, C=1.0",Mushroom/9,1.0,0.003000497817993164,1.0
"SVM, kernel=linear, C=10.0",Mushroom/0,1.0,0.0030663013458251953,1.0
"SVM, kernel=linear, C=10.0",Mushroom/1,1.0,0.007613658905029297,1.0
"SVM, kernel=linear, C=10.0",Mushroom/2,1.0,0.005211353302001953,1.0
"SVM, kernel=linear, C=10.0",Mushroom/3,1.0,0.005008220672607422,1.0
"SVM, kernel=linear, C=10.0",Mushroom/4,1.0,0.0037412643432617188,1.0
"SVM, kernel=linear, C=10.0",Mushroom/5,1.0,0.007597684860229492,1.0
"SVM, kernel=linear, C=10.0",Mushroom/6,1.0,0.0041065216064453125,1.0
"SVM, kernel=linear, C=10.0",Mushroom/7,1.0,0.005197286605834961,1.0
"SVM, kernel=linear, C=10.0",Mushroom/8,1.0,0.0031676292419433594,1.0
"SVM, kernel=linear, C=10.0",Mushroom/9,1.0,0.005075693130493164,1.0
"SVM, kernel=linear, C=100.0",Mushroom/0,1.0,0.003999471664428711,1.0
"SVM, kernel=linear, C=100.0",Mushroom/1,1.0,0.005005598068237305,1.0
"SVM, kernel=linear, C=100.0",Mushroom/2,1.0,0.003993988037109375,1.0
"SVM, kernel=linear, C=100.0",Mushroom/3,1.0,0.007090091705322266,1.0
"SVM, kernel=linear, C=100.0",Mushroom/4,1.0,0.004833221435546875,1.0
"SVM, kernel=linear, C=100.0",Mushroom/5,1.0,0.00470733642578125,1.0
"SVM, kernel=linear, C=100.0",Mushroom/6,1.0,0.0020003318786621094,1.0
"SVM, kernel=linear, C=100.0",Mushroom/7,1.0,0.0028798580169677734,1.0
"SVM, kernel=linear, C=100.0",Mushroom/8,1.0,0.004221439361572266,1.0
"SVM, kernel=linear, C=100.0",Mushroom/9,1.0,0.011836051940917969,1.0
"SVM, kernel=rbf, C=10.0",Mushroom/0,1.0,0.009785175323486328,1.0
"SVM, kernel=rbf, C=10.0",Mushroom/1,1.0,0.015245676040649414,1.0
"SVM, kernel=rbf, C=10.0",Mushroom/2,1.0,0.014066696166992188,1.0
"SVM, kernel=rbf, C=10.0",Mushroom/3,1.0,0.009001731872558594,1.0
"SVM, kernel=rbf, C=10.0",Mushroom/4,1.0,0.008582592010498047,1.0
"SVM, kernel=rbf, C=10.0",Mushroom/5,1.0,0.008205890655517578,1.0
"SVM, kernel=rbf, C=10.0",Mushroom/6,1.0,0.015122652053833008,1.0
"SVM, kernel=rbf, C=10.0",Mushroom/7,1.0,0.011857986450195312,1.0
"SVM, kernel=rbf, C=10.0",Mushroom/8,1.0,0.01100778579711914,1.0
"SVM, kernel=rbf, C=10.0",Mushroom/9,1.0,0.013194084167480469,1.0
"SVM, kernel=rbf, C=100.0",Mushroom/0,1.0,0.008001565933227539,1.0
"SVM, kernel=rbf, C=100.0",Mushroom/1,1.0,0.013171911239624023,1.0
"SVM, kernel=rbf, C=100.0",Mushroom/2,1.0,0.013334274291992188,1.0
"SVM, kernel=rbf, C=100.0",Mushroom/3,1.0,0.011755228042602539,1.0
"SVM, kernel=rbf, C=100.0",Mushroom/4,1.0,0.015936613082885742,1.0
"SVM, kernel=rbf, C=100.0",Mushroom/5,1.0,0.008301734924316406,1.0
"SVM, kernel=rbf, C=100.0",Mushroom/6,1.0,0.009272098541259766,1.0
"SVM, kernel=rbf, C=100.0",Mushroom/7,1.0,0.011243343353271484,1.0
"SVM, kernel=rbf, C=100.0",Mushroom/8,1.0,0.009290456771850586,1.0
"SVM, kernel=rbf, C=100.0",Mushroom/9,1.0,0.010909795761108398,1.0
"SVM, kernel=poly, C=10.0",Mushroom/0,1.0,0.005396842956542969,1.0
"SVM, kernel=poly, C=10.0",Mushroom/1,1.0,0.003116607666015625,1.0
"SVM, kernel=poly, C=10.0",Mushroom/2,1.0,0.0033354759216308594,1.0
"SVM, kernel=poly, C=10.0",Mushroom/3,1.0,0.003010988235473633,1.0
"SVM, kernel=poly, C=10.0",Mushroom/4,1.0,0.003042936325073242,1.0
"SVM, kernel=poly, C=10.0",Mushroom/5,1.0,0.003031015396118164,1.0
"SVM, kernel=poly, C=10.0",Mushroom/6,1.0,0.0021021366119384766,1.0
"SVM, kernel=poly, C=10.0",Mushroom/7,1.0,0.003000497817993164,1.0
"SVM, kernel=poly, C=10.0",Mushroom/8,1.0,0.001995563507080078,1.0
"SVM, kernel=poly, C=10.0",Mushroom/9,1.0,0.004073381423950195,1.0
"SVM, kernel=poly, C=100.0",Mushroom/0,1.0,0.004301548004150391,1.0
"SVM, kernel=poly, C=100.0",Mushroom/1,1.0,0.003004312515258789,1.0
"SVM, kernel=poly, C=100.0",Mushroom/2,1.0,0.003107309341430664,1.0
"SVM, kernel=poly, C=100.0",Mushroom/3,1.0,0.004609823226928711,1.0
"SVM, kernel=poly, C=100.0",Mushroom/4,1.0,0.001987457275390625,1.0
"SVM, kernel=poly, C=100.0",Mushroom/5,1.0,0.0029153823852539062,1.0
"SVM, kernel=poly, C=100.0",Mushroom/6,1.0,0.002044677734375,1.0
"SVM, kernel=poly, C=100.0",Mushroom/7,1.0,0.004306316375732422,1.0
"SVM, kernel=poly, C=100.0",Mushroom/8,1.0,0.0020003318786621094,1.0
"SVM, kernel=poly, C=100.0",Mushroom/9,1.0,0.004384756088256836,1.0
"SVM, kernel=rbf, C=1.0",Mushroom/0,0.9975339087546239,0.024216890335083008,0.9974358974358974
"SVM, kernel=rbf, C=1.0",Mushroom/1,1.0,0.026114702224731445,1.0
"SVM, kernel=rbf, C=1.0",Mushroom/2,1.0,0.02502894401550293,1.0
"SVM, kernel=rbf, C=1.0",Mushroom/3,1.0,0.023958921432495117,1.0
"SVM, kernel=rbf, C=1.0",Mushroom/4,0.9987684729064039,0.025966167449951172,0.998719590268886
"SVM, kernel=rbf, C=1.0",Mushroom/5,0.9975339087546239,0.025705814361572266,0.9974358974358974
"SVM, kernel=rbf, C=1.0",Mushroom/6,1.0,0.027497291564941406,1.0
"SVM, kernel=rbf, C=1.0",Mushroom/7,1.0,0.02473306655883789,1.0
"SVM, kernel=rbf, C=1.0",Mushroom/8,1.0,0.027157306671142578,1.0
"SVM, kernel=rbf, C=1.0",Mushroom/9,1.0,0.02596592903137207,1.0
"SVM, kernel=poly, C=1.0",Mushroom/0,0.9950678175092479,0.005231380462646484,0.9948586118251928
"SVM, kernel=poly, C=1.0",Mushroom/1,0.9987684729064039,0.00634765625,0.9987228607918263
"SVM, kernel=poly, C=1.0",Mushroom/2,0.9987714987714987,0.006032705307006836,0.9987228607918263
"SVM, kernel=poly, C=1.0",Mushroom/3,0.9975369458128078,0.006020545959472656,0.9974424552429667
"SVM, kernel=poly, C=1.0",Mushroom/4,0.9963054187192119,0.0072329044342041016,0.9961489088575096
"SVM, kernel=poly, C=1.0",Mushroom/5,0.9963008631319359,0.0059964656829833984,0.9961489088575096
"SVM, kernel=poly, C=1.0",Mushroom/6,1.0,0.00634455680847168,1.0
"SVM, kernel=poly, C=1.0",Mushroom/7,0.9987684729064039,0.006566047668457031,0.9987228607918263
"SVM, kernel=poly, C=1.0",Mushroom/8,0.9975429975429976,0.009075403213500977,0.9974489795918368
"SVM, kernel=poly, C=1.0",Mushroom/9,0.9987684729064039,0.009081840515136719,0.998719590268886
"SVM, kernel=linear, C=0.1",Mushroom/0,0.9913686806411838,0.0052144527435302734,0.9909677419354839
"SVM, kernel=linear, C=0.1",Mushroom/1,0.9938423645320197,0.0053446292877197266,0.993581514762516
"SVM, kernel=linear, C=0.1",Mushroom/2,0.9889434889434889,0.010152339935302734,0.9883870967741936
"SVM, kernel=linear, C=0.1",Mushroom/3,0.9926108374384236,0.006854534149169922,0.9922879177377892
"SVM, kernel=linear, C=0.1",Mushroom/4,0.9938423645320197,0.006303310394287109,0.9935649935649936
"SVM, kernel=linear, C=0.1",Mushroom/5,0.9913686806411838,0.012249946594238281,0.9909677419354839
"SVM, kernel=linear, C=0.1",Mushroom/6,0.9987714987714987,0.012154340744018555,0.998719590268886
"SVM, kernel=linear, C=0.1",Mushroom/7,0.9950738916256158,0.012253046035766602,0.9948717948717949
"SVM, kernel=linear, C=0.1",Mushroom/8,0.9877149877149877,0.006299018859863281,0.9871134020618557
"SVM, kernel=linear, C=0.1",Mushroom/9,0.9864532019704434,0.01137232780456543,0.9857328145265889
